Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats Note: Freedom is without Daisuke's notes,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Totaal,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Buster Lungs,Lungs,FW,Male,Medium,Fire,68,67,18,20,19,18,20,13,19,133,Lv.59,109,Lv.59,62,Lv.59,56,Lv.59,56,Lv.69,49,Lv.59,57,Lv.59,48,Lv.59,62,Lv.99,20,390,410,Barrier Reef,Lv.34,Wrath Shot,Lv.37,Tsunami Boost,Lv.35,Killer Slide,Lv.30,0xEC4
Stanza Verse,Verse,MF,Female,Medium,Earth,70,58,18,12,19,18,18,18,20,94,Lv.69,132,Lv.89,53,Lv.89,58,Lv.99,50,Lv.99,48,Lv.59,50,Lv.89,51,Lv.59,53,Lv.59,59,363,422,Bed Of Roses,Lv.18,Butterfly Trance,Lv.45,Blade Attack,Lv.48,Attack Scan,Lv.11,0xEC5
Dextra Gleeson,Gleeson,FW,Female,Medium,Wood,57,72,13,14,14,14,12,13,12,98,Lv.59,123,Lv.89,48,Lv.69,57,Lv.59,50,Lv.59,51,Lv.69,56,Lv.89,50,Lv.99,51,Lv.59,50,363,413,Stone Prison,Lv.49,Dragon Crash,Lv.18,Shooting Star,Lv.55,Coil Turn,Lv.22,0xEC6
Aidull Wanabi,Wannabe,FW,Male,Medium,Wood,66,69,19,23,22,23,21,20,22,124,Lv.59,95,Lv.99,60,Lv.69,53,Lv.59,56,Lv.69,56,Lv.69,57,Lv.59,53,Lv.99,55,Lv.69,19,390,409,Meteor Blade,Lv.54,Illusion Ball,Lv.24,Leaping Thunder,Lv.18,Never Give Up,Lv.35,0xEC7
Earle Humble,Humble,DF,Male,Medium,Air,68,67,20,13,14,14,12,12,13,120,Lv.99,97,Lv.89,57,Lv.59,58,Lv.59,59,Lv.59,62,Lv.69,59,Lv.99,53,Lv.89,60,Lv.69,16,408,424,Bed Of Roses,Lv.18,Photon Crash,Lv.33,Heat Tackle,Lv.45,Matador Feint,Lv.55,0xEC8
Rich Fowler,Red Card,GK,Male,Medium,Fire,72,71,13,13,23,12,23,21,23,120,Lv.69,97,Lv.59,51,Lv.69,51,Lv.99,56,Lv.99,48,Lv.89,53,Lv.69,56,Lv.89,53,Lv.59,71,368,439,Swan Dive,Lv.18,Table-Turner,Lv.39,Double Rocket,Lv.51,Gravitation,Lv.28,0xEC9
Rio Shoring,G’peas,DF,Male,Medium,Earth,60,56,21,23,12,21,12,14,12,131,Lv.99,98,Lv.59,62,Lv.59,62,Lv.59,44,Lv.59,62,Lv.99,45,Lv.89,46,Lv.59,45,Lv.99,60,366,426,Gravitation,Lv.49,Whirlwind Cut,Lv.14,Aikido,Lv.59,Psycho Shot,Lv.30,0xECA
Joy Seeker,Peach,FW,Female,Medium,Fire,58,69,13,13,18,14,20,20,19,100,Lv.89,135,Lv.69,48,Lv.59,44,Lv.69,53,Lv.89,44,Lv.89,53,Lv.89,56,Lv.99,55,Lv.59,55,353,408,Astro Break,Lv.35,Spinning Shot,Lv.16,Ultra Moon,Lv.45,Prima Donna,Lv.29,0xECB
Haydn Woe,Bluey,MF,Male,Large,Wood,69,68,20,19,19,20,19,18,19,100,Lv.99,105,Lv.59,44,Lv.89,60,Lv.59,48,Lv.99,44,Lv.59,44,Lv.59,47,Lv.69,47,Lv.89,82,334,416,Black Magic,Lv.22,Snake Shot,Lv.49,Ghost Pull,Lv.24,Killer Slide,Lv.11,0xECC
Levi Atherton,Leviath.,DF,Male,Medium,Air,69,65,13,14,14,14,12,19,20,117,Lv.59,99,Lv.59,62,Lv.99,61,Lv.69,60,Lv.59,62,Lv.99,61,Lv.99,53,Lv.69,57,Lv.69,11,416,427,Power Charge,Lv.49,Shooting Star,Lv.47,Megalodon,Lv.50,Acrobat Bomber,Lv.21,0xECD
Flick Screening,Screen.,DF,Female,Small,Air,59,59,13,13,13,13,12,14,12,82,Lv.69,124,Lv.59,45,Lv.59,47,Lv.59,45,Lv.89,48,Lv.59,46,Lv.59,45,Lv.99,47,Lv.69,92,323,415,Moonsault,Lv.28,Land Of Ice,Lv.8,Comet Shot,Lv.13,Frozen Steal,Lv.47,0xECE
Buff Bagenal,Bagenal,DF,Male,Large,Fire,65,73,15,17,12,14,16,15,16,93,Lv.99,128,Lv.59,51,Lv.59,53,Lv.69,65,Lv.59,65,Lv.89,50,Lv.99,51,Lv.69,51,Lv.59,38,386,424,Yo-Yo Ball,Lv.50,Supreme Spin,Lv.17,Magic,Lv.15,Bewildered,Lv.30,0xECF
Mariah Knowles,Knowles,FW,Female,Medium,Air,67,69,18,19,18,20,18,19,20,90,Lv.89,124,Lv.89,50,Lv.59,50,Lv.59,50,Lv.69,51,Lv.59,50,Lv.69,50,Lv.99,48,Lv.89,67,349,416,Dragon Cannon,Lv.57,Wrath Shot,Lv.27,Charm Up!,Lv.62,Coil Turn,Lv.54,0xED0
Phil Harmonic,Symphony,MF,Male,Medium,Earth,58,55,12,13,13,12,12,12,12,124,Lv.69,120,Lv.59,44,Lv.59,44,Lv.89,45,Lv.99,44,Lv.59,47,Lv.59,46,Lv.89,45,Lv.69,96,315,411,Double Wrath Shot,Lv.33,Bubble Gum,Lv.23,Dragon Crash,Lv.17,Doppelganger,Lv.27,0xED1
Ghoulian Haunter,Ghoulian,FW,Male,Medium,Air,69,69,19,18,20,18,19,19,18,118,Lv.99,91,Lv.69,52,Lv.89,52,Lv.59,49,Lv.59,50,Lv.99,65,Lv.89,53,Lv.59,50,Lv.69,61,371,432,Deceptor Dribble,Lv.8,Heavy Mettle,Lv.33,Psycho Shot,Lv.11,Mirage Shot,Lv.38,0xED2
Jacko Lenton,Lenton,FW,Male,Large,Fire,70,67,18,18,18,19,20,18,18,93,Lv.89,116,Lv.59,48,Lv.59,48,Lv.59,49,Lv.59,51,Lv.59,49,Lv.99,48,Lv.59,51,Lv.99,88,344,432,Mole Fake,Lv.9,Dirt Ball,Lv.40,Psycho Shot,Lv.14,Diabolical Cut,Lv.55,0xED3
Dee Tarrant,Powers,GK,Male,Large,Fire,71,56,12,12,13,12,21,22,14,92,Lv.99,90,Lv.99,60,Lv.99,60,Lv.89,60,Lv.59,64,Lv.89,41,Lv.59,41,Lv.59,59,Lv.89,73,385,458,Flash Upper,Lv.14,Tornado Catch,Lv.23,Power Charge,Lv.30,Gigant Wall,Lv.60,0xED4
Lee Bartarian,Freedom,DF,Male,Medium,Earth,68,66,18,18,18,20,19,18,20,99,Lv.59,128,Lv.69,58,Lv.99,62,Lv.59,43,Lv.59,61,Lv.69,48,Lv.69,51,Lv.69,50,Lv.69,58,373,431,Blazing Knuckle,Lv.6,Cyclone,Lv.32,Clone Faker,Lv.21,Divine Arrows,Lv.53,0xED5
Amir Rika,Dreams,FW,Male,Medium,Air,57,58,21,21,13,21,12,12,14,126,Lv.69,109,Lv.59,39,Lv.59,39,Lv.59,60,Lv.89,40,Lv.59,59,Lv.59,59,Lv.69,61,Lv.99,68,357,425,Psycho Shot,Lv.27,Back Tornado,Lv.44,Matador Feint,Lv.55,Coil Turn,Lv.35,0xED6
Ewan Envoi,People,MF,Male,Small,Wood,75,74,20,18,21,20,21,21,23,124,Lv.69,95,Lv.69,40,Lv.59,40,Lv.99,54,Lv.99,42,Lv.89,63,Lv.99,56,Lv.59,54,Lv.89,62,349,411,Lightning Sprint,Lv.68,Meteor Attack,Lv.7,Shooting Star,Lv.48,Racing Flame,Lv.33,0xED7
Jen DeRites,Liberty,FW,Female,Medium,Air,75,70,20,19,23,19,22,21,23,109,Lv.59,123,Lv.69,40,Lv.89,39,Lv.89,56,Lv.69,39,Lv.89,54,Lv.99,56,Lv.89,55,Lv.59,72,339,411,Breakthrough,Lv.1,Breakthrough 2,Lv.19,Dash Accelerator,Lv.43,Astro Break,Lv.52,0xED8
Judge Jury,Justice,MF,Male,Large,Fire,74,58,14,12,13,12,23,21,13,94,Lv.69,132,Lv.59,62,Lv.99,66,Lv.59,60,Lv.59,59,Lv.89,41,Lv.59,43,Lv.59,61,Lv.59,49,392,441,Leaping Thunder,Lv.1,Fist of Justice,Lv.1,Paladin Strike,Lv.42,Gale Dash,Lv.41,0xED9
Leo Maine,Leo,FW,Male,Medium,Wood,69,65,13,13,19,18,18,20,20,118,Lv.99,99,Lv.69,63,Lv.59,65,Lv.59,56,Lv.59,53,Lv.99,56,Lv.69,56,Lv.59,57,Lv.99,16,406,422,Emperor Penguin No. 2,Lv.7,Southern Cross,Lv.10,Emperor Penguin No. 1,Lv.65,Shoot Plus,Lv.1,0xEDA
Scorpia Venin,Scorpia,GK,Female,Medium,Fire,66,58,18,19,18,19,19,19,20,106,Lv.69,128,Lv.89,56,Lv.89,56,Lv.59,56,Lv.59,63,Lv.89,53,Lv.69,54,Lv.89,54,Lv.99,15,392,407,Fireball Knuckle,Lv.1,Drill Smasher,Lv.17,Divine Stamp,Lv.37,Keeper Plus,Lv.1,0xEDB
Noel Taurius,Taurius,FW,Male,Large,Fire,57,65,14,13,19,18,20,13,18,124,Lv.89,96,Lv.59,66,Lv.69,65,Lv.99,57,Lv.59,57,Lv.89,53,Lv.89,65,Lv.59,56,Lv.99,11,419,430,Heat Tackle,Lv.1,Super Sumo Stomp,Lv.30,Mad Express,Lv.55,Shoot Plus,Lv.1,0xEDC
Pan Kidd,Capric’n,MF,Male,Medium,Wood,69,68,18,18,18,19,12,18,12,123,Lv.59,97,Lv.99,55,Lv.69,57,Lv.59,56,Lv.59,57,Lv.89,63,Lv.69,57,Lv.99,65,Lv.89,11,410,421,Warp Drive,Lv.19,Clone Faker,Lv.36,Mirage Shot,Lv.50,Speed Plus,Lv.1,0xEDD
Cuba Lieber,Libra,MF,Male,Medium,Earth,67,69,18,13,13,20,20,20,18,110,Lv.99,110,Lv.69,56,Lv.59,65,Lv.99,64,Lv.89,57,Lv.99,54,Lv.59,57,Lv.59,54,Lv.69,11,407,418,Kung Fu Fighting,Lv.38,Invisible Fake,Lv.20,Body Shield,Lv.58,Speed Plus,Lv.1,0xEDE
Arthur Crabbe,Cancer,DF,Male,Medium,Air,67,68,19,14,18,14,18,18,19,118,Lv.69,101,Lv.89,57,Lv.59,65,Lv.59,53,Lv.69,64,Lv.89,53,Lv.59,57,Lv.69,56,Lv.99,21,405,426,Spinning Cut,Lv.14,Divine Arrows,Lv.24,Vac Attack,Lv.60,Defence Plus,Lv.1,0xEDF
Regina Raffles,Rifles,FW,Female,Medium,Wood,57,78,12,45,20,18,22,13,19,138,Lv.69,120,Lv.59,44,Lv.99,77,Lv.59,58,Lv.69,53,Lv.99,56,Lv.69,68,Lv.69,64,Lv.89,5,420,425,Heel Kick,Lv.12,Gunshot,Lv.40,Snake Shot,Lv.47,Ghost Pull,Lv.10,0xEE0
Ian Fountry,Infantry,MF,Male,Small,Wood,67,67,20,42,18,19,18,19,19,145,Lv.59,103,Lv.99,41,Lv.59,88,Lv.69,46,Lv.99,49,Lv.89,67,Lv.59,71,Lv.69,60,Lv.89,8,422,430,Abaddon Drop,Lv.45,Slingshot,Lv.38,Doppelganger,Lv.10,Wrath Shot,Lv.24,0xEE1
Mark Osman,Marksman,GK,Male,Small,Earth,67,69,18,43,18,18,18,20,18,144,Lv.59,118,Lv.69,42,Lv.69,81,Lv.59,49,Lv.99,54,Lv.59,65,Lv.59,71,Lv.69,62,Lv.59,9,424,433,Fireball Knuckle,Lv.24,Counter Strike,Lv.34,Assault Shot,Lv.18,Gungnir,Lv.50,0xEE2
Colin Mando,Commando,MF,Male,Medium,Air,66,69,20,44,18,18,18,20,20,149,Lv.99,98,Lv.89,46,Lv.59,85,Lv.89,43,Lv.99,65,Lv.69,58,Lv.69,70,Lv.99,60,Lv.69,5,427,432,Shine Drive,Lv.28,Am-Bush,Lv.37,Dynamite Shot,Lv.16,About Face,Lv.29,0xEE3
Pete Parrish,Para,FW,Male,Medium,Fire,66,66,19,47,18,19,19,18,19,144,Lv.59,102,Lv.89,43,Lv.89,87,Lv.99,46,Lv.69,56,Lv.59,53,Lv.69,71,Lv.59,76,Lv.69,6,432,438,Divine Stamp,Lv.49,Flurry Dash,Lv.8,Gravitation,Lv.30,Swan Dive,Lv.1,0xEE4
Serge Major,Major,DF,Male,Large,Fire,67,69,19,41,19,18,18,19,18,147,Lv.59,107,Lv.59,45,Lv.69,81,Lv.69,42,Lv.59,66,Lv.89,53,Lv.89,71,Lv.89,66,Lv.99,-4,424,420,Everyone Move It!,Lv.1,Rodeo Clown,Lv.30,Aurora Dribble,Lv.54,Twin Boost,Lv.62,0xEE5
Susan Taylor,Taylor,GK,Female,Medium,Wood,59,55,12,13,23,21,22,12,14,82,Lv.59,128,Lv.89,44,Lv.59,47,Lv.59,56,Lv.89,57,Lv.59,56,Lv.59,47,Lv.59,46,Lv.99,54,353,407,Killer Blade,Lv.11,Volcano Cut,Lv.33,Aurora Curtain,Lv.25,Galatyn,Lv.55,0xEE6
Keenan Guru,Kigu,DF,Male,Small,Fire,57,57,14,12,12,12,13,13,14,120,Lv.59,102,Lv.59,46,Lv.99,45,Lv.59,46,Lv.59,45,Lv.59,56,Lv.59,47,Lv.89,44,Lv.59,99,329,428,Photon Crash,Lv.40,Black Hole,Lv.35,Volcano Cut,Lv.19,Dynamite Shot,Lv.24,0xEE7
Lovell Ribner,Ribbons,FW,Male,Medium,Earth,57,72,22,21,13,14,14,14,13,131,Lv.69,101,Lv.89,57,Lv.69,57,Lv.59,45,Lv.89,46,Lv.89,56,Lv.69,48,Lv.99,46,Lv.69,76,355,431,Rolling Kick,Lv.39,Spinning Shot,Lv.26,Double Touch,Lv.20,Assault Shot,Lv.44,0xEE8
Curtis Carson,Curses,DF,Male,Small,Fire,69,107,19,20,20,18,20,18,20,88,Lv.59,138,Lv.59,44,Lv.99,55,Lv.89,54,Lv.59,65,Lv.89,40,Lv.59,56,Lv.59,57,Lv.59,49,371,420,Black Magic,Lv.1,Phantom Shot,Lv.5,Diabolical Cut,Lv.46,Poison Fog,Lv.27,0xEE9
Falah Hazbin,Hazbin,MF,Male,Small,Fire,58,59,14,13,14,14,14,13,14,94,Lv.59,120,Lv.59,62,Lv.59,62,Lv.59,43,Lv.59,39,Lv.59,42,Lv.69,39,Lv.89,42,Lv.99,96,329,425,Kangaroo Kick,Lv.11,Utter Gutsiness Catch,Lv.31,Tarzan Kick,Lv.15,Blade Attack,Lv.22,0xEEA
Marthin Bannister,Bannist.,FW,Male,Medium,Air,58,59,14,13,12,12,14,14,13,94,Lv.89,116,Lv.89,40,Lv.59,62,Lv.99,60,Lv.99,61,Lv.59,42,Lv.69,41,Lv.69,39,Lv.89,80,345,425,Wrath Shot,Lv.45,Flurry Dash,Lv.43,Dash Storm,Lv.51,Quick Draw,Lv.23,0xEEB
Orion Tearing,Bearings,FW,Male,Medium,Earth,72,56,19,21,21,22,12,21,23,93,Lv.59,116,Lv.69,48,Lv.89,51,Lv.99,53,Lv.59,49,Lv.59,65,Lv.59,50,Lv.59,48,Lv.69,55,364,419,Snake Shot,Lv.40,Mirage Shot,Lv.53,Grenade Shot,Lv.6,Doppelganger,Lv.23,0xEEC
Reese Fryer,Fryer,DF,Male,Medium,Wood,75,72,22,21,21,21,22,23,21,114,Lv.89,109,Lv.59,49,Lv.59,50,Lv.99,53,Lv.59,51,Lv.59,54,Lv.69,53,Lv.59,57,Lv.59,67,367,434,Zigzag Flame,Lv.16,Hellfire,Lv.45,Dash Accelerator,Lv.7,Rolling Kick,Lv.12,0xEED
Ben Feuer,Feuer,MF,Male,Large,Fire,57,57,13,12,15,12,17,16,17,91,Lv.89,127,Lv.59,54,Lv.69,56,Lv.59,41,Lv.59,54,Lv.59,41,Lv.99,42,Lv.99,40,Lv.89,83,328,411,Afterimage,Lv.30,Dark Whirlwind,Lv.43,Racing Flame,Lv.48,Killer Slide,Lv.19,0xEEE
Edison Ford,Ford,MF,Male,Medium,Fire,60,70,21,21,13,21,14,12,14,114,Lv.89,105,Lv.59,54,Lv.99,56,Lv.99,53,Lv.99,54,Lv.69,53,Lv.89,57,Lv.59,56,Lv.59,41,383,424,Illusion Ball,Lv.52,Bubble Gum,Lv.13,Gravestone,Lv.12,Attack Scan,Lv.32,0xEEF
Eva Chatton,Chatton,FW,Female,Small,Air,60,58,13,12,17,13,17,15,16,75,Lv.59,140,Lv.69,51,Lv.89,50,Lv.69,65,Lv.99,51,Lv.59,64,Lv.59,41,Lv.59,41,Lv.99,63,363,426,Rolling Kick,Lv.18,Tarzan Kick,Lv.31,Dark Tornado,Lv.45,Sub-Terfuge,Lv.54,0xEF0
Pezi Miste,Miste,DF,Male,Large,Wood,60,72,21,21,14,22,13,13,13,109,Lv.99,114,Lv.59,53,Lv.89,57,Lv.59,54,Lv.59,53,Lv.69,56,Lv.99,50,Lv.69,56,Lv.59,56,379,435,Clone Defence,Lv.48,Horn Train,Lv.31,Dash Accelerator,Lv.22,Steeple Shot,Lv.55,0xEF1
Preston Creasefree,C’free,MF,Male,Medium,Fire,68,68,19,18,19,18,19,19,18,118,Lv.59,99,Lv.59,54,Lv.69,53,Lv.99,55,Lv.89,57,Lv.59,57,Lv.89,56,Lv.59,57,Lv.59,23,389,412,Big Fan,Lv.15,Dirt Ball,Lv.48,Land Of Ice,Lv.55,Dual Storm,Lv.60,0xEF2
Anna Mite,Mite,DF,Female,Medium,Air,75,71,23,21,21,22,21,21,21,95,Lv.99,132,Lv.99,55,Lv.59,56,Lv.59,57,Lv.59,55,Lv.99,57,Lv.59,51,Lv.59,54,Lv.59,17,385,402,Coil Turn,Lv.39,Zigzag Flame,Lv.56,Mole Fake,Lv.7,Comet Shot,Lv.19,0xEF3
Bear Zurka,Zurka,GK,Male,Large,Wood,69,67,13,14,18,20,18,18,19,118,Lv.59,102,Lv.59,65,Lv.69,66,Lv.99,56,Lv.99,54,Lv.69,57,Lv.59,56,Lv.69,56,Lv.69,11,410,421,Utter Gutsiness Bat,Lv.16,Table-Turner,Lv.17,God Hand(E),Lv.17,Double Rocket,Lv.50,0xEF4
Pasha Lomo,Lomo,FW,Male,Medium,Air,68,59,23,18,20,20,20,18,18,120,Lv.59,102,Lv.99,65,Lv.89,55,Lv.59,56,Lv.99,54,Lv.69,57,Lv.59,54,Lv.59,53,Lv.69,15,394,409,Grenade Shot,Lv.9,Reflect Buster,Lv.14,Mole Shuffle,Lv.51,Invisible Fake,Lv.21,0xEF5
Lennon Trousers,Lennon,FW,Male,Small,Earth,75,70,22,21,21,23,23,23,22,107,Lv.59,128,Lv.59,48,Lv.59,50,Lv.99,51,Lv.69,50,Lv.99,59,Lv.59,51,Lv.59,61,Lv.69,43,370,413,Meteor Attack,Lv.17,Magic,Lv.30,Slingshot,Lv.48,Inazuma Drop,Lv.39,0xEF6
Drysden Waller,Waller,MF,Male,Medium,Air,71,66,16,15,18,20,18,21,18,119,Lv.99,101,Lv.89,63,Lv.69,67,Lv.59,57,Lv.59,41,Lv.59,56,Lv.89,39,Lv.99,57,Lv.59,43,380,423,Bewildered,Lv.28,Flurry Dash,Lv.50,Gravestone,Lv.43,Horn Train,Lv.7,0xEF7
Zipp Fastener,Zipp,FW,Male,Medium,Wood,64,64,16,16,16,15,15,15,16,118,Lv.69,105,Lv.89,60,Lv.89,48,Lv.69,52,Lv.89,48,Lv.99,50,Lv.59,48,Lv.69,50,Lv.59,74,356,430,Inazuma-1,Lv.56,Dog Run,Lv.65,Spider Web,Lv.19,Shot Trap,Lv.32,0xEF8
Brook Dredger,Dredger,MF,Male,Medium,Earth,69,63,15,16,16,16,24,19,17,126,Lv.69,98,Lv.99,51,Lv.69,50,Lv.69,49,Lv.59,48,Lv.99,63,Lv.59,41,Lv.59,50,Lv.69,90,352,442,Dash Accelerator,Lv.36,Dragon Crash,Lv.27,Bewilder Blast,Lv.30,Ghost Pull,Lv.50,0xEF9
Luke Nohans,Nohans,MF,Male,Medium,Wood,67,63,15,15,15,17,26,19,15,91,Lv.89,117,Lv.99,49,Lv.69,52,Lv.69,51,Lv.99,53,Lv.59,66,Lv.89,42,Lv.69,52,Lv.89,59,365,424,Twin Boost,Lv.25,Heat Tackle,Lv.56,Breakthrough 2,Lv.38,Quick Draw,Lv.15,0xEFA
BA Branssen,Branssen,MF,Male,Small,Fire,69,64,15,17,16,17,26,20,15,126,Lv.89,91,Lv.99,51,Lv.59,56,Lv.59,50,Lv.59,50,Lv.99,63,Lv.59,41,Lv.99,50,Lv.59,80,361,441,Moonsault,Lv.31,Flurry Dash,Lv.16,Cyclone,Lv.35,The Ikaros,Lv.55,0xEFB
Fabrice Soffner,Soffner,FW,Male,Medium,Fire,66,60,17,15,15,15,26,20,15,122,Lv.99,92,Lv.69,53,Lv.99,48,Lv.99,50,Lv.99,53,Lv.69,65,Lv.69,43,Lv.59,57,Lv.89,41,369,410,Tarzan Kick,Lv.54,Dirt Ball,Lv.36,Freeze Shot,Lv.17,Eagle Buster,Lv.50,0xEFC
Virgil Milliner,Milliner,MF,Male,Medium,Fire,62,59,13,12,15,16,17,15,17,123,Lv.59,110,Lv.89,58,Lv.99,60,Lv.59,40,Lv.89,41,Lv.89,41,Lv.99,40,Lv.69,40,Lv.89,104,320,424,Black Hole,Lv.35,Kangaroo Kick,Lv.26,Mirage Shot,Lv.30,Fake Bomber,Lv.30,0xEFD
Xenophon Bick,Bick,FW,Male,Medium,Earth,68,68,18,20,19,19,20,20,18,93,Lv.69,124,Lv.59,62,Lv.69,53,Lv.59,51,Lv.99,53,Lv.59,60,Lv.59,53,Lv.59,50,Lv.89,32,382,414,Spinning Shot,Lv.32,Rolling Kick,Lv.35,Aikido,Lv.20,Spider Web,Lv.46,0xEFE
Chandler Spillane,Spillane,MF,Male,Large,Earth,66,68,19,19,20,20,19,19,18,106,Lv.69,112,Lv.89,50,Lv.59,58,Lv.69,60,Lv.99,58,Lv.59,51,Lv.89,50,Lv.59,51,Lv.89,51,378,429,Zigzag Spark,Lv.16,Dash Accelerator,Lv.9,Invisible Fake,Lv.37,Sub-Terfuge,Lv.50,0xEFF
Monarch Rome,Rome,DF,Male,Medium,Air,58,71,12,13,54,12,23,12,14,114,Lv.69,109,Lv.59,43,Lv.59,62,Lv.99,82,Lv.59,58,Lv.89,62,Lv.59,61,Lv.89,39,Lv.59,27,407,434,No Element,Lv.1,Heaven’s Time,Lv.32,Photon Crash,Lv.12,Death Zone,Lv.60,0xF00
Sonny Wukong,Monkey,FW,Male,Small,Fire,73,64,21,17,18,13,20,21,19,122,Lv.69,97,Lv.69,60,Lv.69,57,Lv.89,54,Lv.59,57,Lv.99,54,Lv.99,39,Lv.99,57,Lv.69,41,378,419,Triangle Z,Lv.50,Gyro Head,Lv.30,Kung Fu Fighting,Lv.22,Monkey Turn,Lv.5,0xF01
Joe Bajie,Pigsy,MF,Male,Large,Earth,75,62,17,22,13,15,12,23,12,119,Lv.59,97,Lv.59,54,Lv.99,60,Lv.59,57,Lv.59,54,Lv.69,56,Lv.69,42,Lv.99,53,Lv.59,40,376,416,Triple Boost,Lv.54,Whirlwind Twister,Lv.29,Acrobat Bomber,Lv.41,Slack Off,Lv.1,0xF02
Sean Wujing,Sandy,DF,Male,Small,Air,72,64,15,16,15,21,15,21,15,118,Lv.89,101,Lv.59,55,Lv.89,53,Lv.89,53,Lv.99,62,Lv.99,54,Lv.89,43,Lv.59,53,Lv.59,46,373,419,Quick Draw,Lv.10,Ganymede Ray,Lv.48,Dash Accelerator,Lv.18,Run Ball Run,Lv.28,0xF03
Tony Sanzang,Tripitk.,GK,Female,Medium,Wood,64,74,15,17,19,12,18,21,18,75,Lv.89,142,Lv.89,53,Lv.59,57,Lv.69,54,Lv.59,60,Lv.59,53,Lv.59,42,Lv.59,53,Lv.99,49,372,421,Flame Breath,Lv.45,Triple Defence,Lv.60,Warp Space,Lv.25,Spider Web,Lv.40,0xF04
Helmut Hardy,Helmut,MF,Male,Medium,Fire,59,66,20,19,18,18,14,14,13,129,Lv.59,90,Lv.59,51,Lv.99,51,Lv.59,68,Lv.99,50,Lv.89,76,Lv.99,43,Lv.89,63,Lv.89,18,402,420,Spectacle Crash,Lv.41,Double Touch,Lv.45,Circus Block,Lv.47,Doppelganger,Lv.25,0xF05
Harley Hogg,Hogg,GK,Male,Large,Wood,68,65,18,18,19,18,25,18,20,94,Lv.59,115,Lv.59,51,Lv.59,54,Lv.89,67,Lv.69,54,Lv.99,73,Lv.99,42,Lv.59,51,Lv.99,33,392,425,Tornado Catch,Lv.30,Black Hole,Lv.40,Mistral,Lv.30,Horn Train,Lv.11,0xF06
Ezio Ryder,Chopper,DF,Male,Medium,Air,68,67,18,18,18,19,25,18,20,98,Lv.99,120,Lv.69,53,Lv.59,56,Lv.59,70,Lv.59,53,Lv.59,73,Lv.89,49,Lv.99,51,Lv.59,17,405,422,Clone Faker,Lv.26,Fake Bomber,Lv.44,Photon Crash,Lv.14,Iron Wall,Lv.46,0xF07
Tori Torrence,Tourer,FW,Female,Medium,Earth,74,65,19,15,15,16,16,20,15,109,Lv.99,118,Lv.59,55,Lv.59,48,Lv.69,69,Lv.89,50,Lv.59,72,Lv.59,47,Lv.69,57,Lv.99,29,398,427,Double Touch,Lv.21,Meteor Attack,Lv.35,Spiral Shot,Lv.30,Meteor Blade,Lv.50,0xF08
Placido Cannes,Cans,GK,Male,Large,Fire,64,68,16,17,15,13,17,17,12,100,Lv.59,130,Lv.59,55,Lv.99,53,Lv.59,57,Lv.59,63,Lv.69,55,Lv.89,53,Lv.59,65,Lv.59,11,401,412,Sliding Goal,Lv.26,Million Hands,Lv.58,Photon Crash,Lv.45,Supreme Spin,Lv.32,0xF09
Noyss Kensler,Cancell.,DF,Male,Small,Earth,61,61,16,15,16,16,16,16,16,98,Lv.59,133,Lv.59,51,Lv.89,49,Lv.59,49,Lv.69,48,Lv.59,42,Lv.99,39,Lv.69,51,Lv.59,73,329,402,Quick Draw,Lv.13,Deceptor Dribble,Lv.33,Warp Drive,Lv.17,Echo Ball,Lv.43,0xF0A
Hedwig Setter,Headset,MF,Male,Medium,Wood,64,61,15,17,15,15,15,16,17,94,Lv.69,132,Lv.59,51,Lv.59,51,Lv.99,48,Lv.99,50,Lv.59,41,Lv.69,39,Lv.89,51,Lv.69,71,331,402,Whirlwind Cut,Lv.49,Bubble Gum,Lv.12,Acrobat Bomber,Lv.42,Move It!,Lv.1,0xF0B
Phineas Hudd,Phones,FW,Male,Medium,Air,65,60,15,17,16,15,17,17,16,96,Lv.99,134,Lv.59,48,Lv.99,51,Lv.69,53,Lv.69,51,Lv.59,65,Lv.59,41,Lv.59,51,Lv.69,53,360,413,Dirt Ball,Lv.18,Back Tornado,Lv.38,Ganymede Ray,Lv.25,Echo Ball,Lv.40,0xF0C
Viking Beagle,Beagle,DF,Male,Medium,Wood,61,62,16,15,15,15,16,15,15,104,Lv.59,119,Lv.89,53,Lv.59,53,Lv.89,56,Lv.99,54,Lv.59,48,Lv.99,48,Lv.59,51,Lv.69,57,363,420,Asteroid Belt,Lv.15,Planet Shield,Lv.55,Bewildered,Lv.23,Flurry Dash,Lv.8,0xF0D
